cc_article_number,URL,article_title
CC 3001,https://www.legis.la.gov/legis/Law.aspx?d=110041,Mandatary's duty of performance; standard of care
CC 3002,https://www.legis.la.gov/legis/Law.aspx?d=110042,Gratuitous mandate; liability of a mandatary
CC 3003,https://www.legis.la.gov/legis/Law.aspx?d=110043,Obligation to provide information
CC 3004,https://www.legis.la.gov/legis/Law.aspx?d=110044,Obligation to deliver; right of retention
CC 3005,https://www.legis.la.gov/legis/Law.aspx?d=110045,Interest on money used by mandatary
CC 3006,https://www.legis.la.gov/legis/Law.aspx?d=110046,Fulfillment of the mandate by the mandatary
CC 3007,https://www.legis.la.gov/legis/Law.aspx?d=110047,Mandatary's liability for acts of the substitute
CC 3008,https://www.legis.la.gov/legis/Law.aspx?d=110048,Liability for acts beyond authority; ratification
CC 3009,https://www.legis.la.gov/legis/Law.aspx?d=110049,Liability of multiple mandataries
CC 3010,https://www.legis.la.gov/legis/Law.aspx?d=110051,Performance of obligations contracted by the mandatary
CC 3011,https://www.legis.la.gov/legis/Law.aspx?d=110052,Advantageous performance despite divergence from authority
CC 3012,https://www.legis.la.gov/legis/Law.aspx?d=110053,Reimbursement of expenses and remuneration
CC 3013,https://www.legis.la.gov/legis/Law.aspx?d=110054,Compensation for loss sustained by the mandatary
CC 3014,https://www.legis.la.gov/legis/Law.aspx?d=110055,Interest on sums expended by the mandatary
CC 3015,https://www.legis.la.gov/legis/Law.aspx?d=110056,Liability of several principals
CC 3016,https://www.legis.la.gov/legis/Law.aspx?d=110057,Disclosed mandate and principal
CC 3017,https://www.legis.la.gov/legis/Law.aspx?d=110058,Undisclosed mandate
CC 3018,https://www.legis.la.gov/legis/Law.aspx?d=110059,Disclosed mandate; undisclosed principal
CC 3019,https://www.legis.la.gov/legis/Law.aspx?d=110060,Liability when authority is exceeded
CC 3020,https://www.legis.la.gov/legis/Law.aspx?d=110062,Obligations of the principal to third persons
CC 3021,https://www.legis.la.gov/legis/Law.aspx?d=110063,Putative mandatary
CC 3022,https://www.legis.la.gov/legis/Law.aspx?d=110064,Disclosed mandate or principal; third person bound
CC 3023,https://www.legis.la.gov/legis/Law.aspx?d=110065,Undisclosed mandate or principal; obligations of third person
CC 3024,https://www.legis.la.gov/legis/Law.aspx?d=110066,Termination of the mandate and of the mandatary's authority
CC 3025,https://www.legis.la.gov/legis/Law.aspx?d=110067,Termination by principal
CC 3026,https://www.legis.la.gov/legis/Law.aspx?d=110068,Incapacity of the principal
CC 3027,https://www.legis.la.gov/legis/Law.aspx?d=110069,Reliance on public records
CC 3028,https://www.legis.la.gov/legis/Law.aspx?d=110070,Rights of third persons without notice of revocation
CC 3029,https://www.legis.la.gov/legis/Law.aspx?d=110071,Termination by the mandatary
CC 3030,https://www.legis.la.gov/legis/Law.aspx?d=110072,Acts of the mandatary after principal's death
CC 3031,https://www.legis.la.gov/legis/Law.aspx?d=110073,Contracts made after termination of the mandate or the mandatary's authority
CC 3032,https://www.legis.la.gov/legis/Law.aspx?d=110074,Obligation to account
CC 3033,https://www.legis.la.gov/legis/Law.aspx?d=110075,Blank
CC 3034,https://www.legis.la.gov/legis/Law.aspx?d=110076,Blank
CC 3035,https://www.legis.la.gov/legis/Law.aspx?d=110077,Definition of suretyship
CC 3036,https://www.legis.la.gov/legis/Law.aspx?d=110078,Obligations for which suretyship may be established
CC 3037,https://www.legis.la.gov/legis/Law.aspx?d=110079,Surety ostensibly bound as a principal with another; effect of knowledge of the creditor
CC 3038,https://www.legis.la.gov/legis/Law.aspx?d=110080,Formal requirements of suretyship
CC 3039,https://www.legis.la.gov/legis/Law.aspx?d=110081,Suretyship requires no formal acceptance
CC 3040,https://www.legis.la.gov/legis/Law.aspx?d=110082,Rules may be varied
CC 3041,https://www.legis.la.gov/legis/Law.aspx?d=110083,Kinds of suretyship
CC 3042,https://www.legis.la.gov/legis/Law.aspx?d=110084,Commercial suretyship
CC 3043,https://www.legis.la.gov/legis/Law.aspx?d=110085,Legal suretyship
CC 3044,https://www.legis.la.gov/legis/Law.aspx?d=110086,Ordinary suretyship; interpretation
CC 3045,https://www.legis.la.gov/legis/Law.aspx?d=110087,Liability of sureties to creditor; division and discussion abolished
CC 3046,https://www.legis.la.gov/legis/Law.aspx?d=110088,Defenses available to surety
CC 3047,https://www.legis.la.gov/legis/Law.aspx?d=110089,Rights of the surety
CC 3048,https://www.legis.la.gov/legis/Law.aspx?d=110090,Surety's right of subrogation
CC 3049,https://www.legis.la.gov/legis/Law.aspx?d=110091,Surety's right of reimbursement for payment of obligation
CC 3050,https://www.legis.la.gov/legis/Law.aspx?d=110092,Surety's right of reimbursement for payment of obligation not owed
CC 3051,https://www.legis.la.gov/legis/Law.aspx?d=110093,Payment by debtor without notice of payment by surety
CC 3052,https://www.legis.la.gov/legis/Law.aspx?d=110094,Limitation on right of surety to recover what he paid creditor
CC 3053,https://www.legis.la.gov/legis/Law.aspx?d=110095,Surety's right to require security
CC 3054,https://www.legis.la.gov/legis/Law.aspx?d=110096,Failure to provide security
CC 3055,https://www.legis.la.gov/legis/Law.aspx?d=110097,Liability among co-sureties
CC 3056,https://www.legis.la.gov/legis/Law.aspx?d=110098,Right of contribution among co-sureties
CC 3057,https://www.legis.la.gov/legis/Law.aspx?d=110099,Limitation upon right of contribution
CC 3058,https://www.legis.la.gov/legis/Law.aspx?d=110100,Extinction of the suretyship
CC 3059,https://www.legis.la.gov/legis/Law.aspx?d=110101,Extinction of principal obligation
CC 3060,https://www.legis.la.gov/legis/Law.aspx?d=110102,"Prescription of the surety's obligation, right of reimbursement, and contribution"
CC 3061,https://www.legis.la.gov/legis/Law.aspx?d=110103,Termination of suretyship
CC 3062,https://www.legis.la.gov/legis/Law.aspx?d=110104,Effect of modifications of principal obligation
CC 3063,https://www.legis.la.gov/legis/Law.aspx?d=110105,Commercial suretyship rules apply to legal suretyship
CC 3064,https://www.legis.la.gov/legis/Law.aspx?d=110106,Supplementary nature of this Chapter
CC 3065,https://www.legis.la.gov/legis/Law.aspx?d=110107,Qualifications of legal surety; evidenced by affidavit; lack thereof not a defense
CC 3066,https://www.legis.la.gov/legis/Law.aspx?d=110108,Legal suretyship to conform to law
CC 3067,https://www.legis.la.gov/legis/Law.aspx?d=110109,Permissible variations
CC 3068,https://www.legis.la.gov/legis/Law.aspx?d=110110,Pledge of funds in lieu of suretyship
CC 3069,https://www.legis.la.gov/legis/Law.aspx?d=110111,Necessity for judgment against legal surety
CC 3070,https://www.legis.la.gov/legis/Law.aspx?d=110113,Right to demand new security
CC 3071,https://www.legis.la.gov/legis/Law.aspx?d=110114,Compromise; definition
CC 3072,https://www.legis.la.gov/legis/Law.aspx?d=110115,Formal requirements; effects
CC 3073,https://www.legis.la.gov/legis/Law.aspx?d=110116,Capacity and form
CC 3074,https://www.legis.la.gov/legis/Law.aspx?d=110117,Lawful object
CC 3075,https://www.legis.la.gov/legis/Law.aspx?d=110118,Relative effect
CC 3076,https://www.legis.la.gov/legis/Law.aspx?d=110119,Scope of the act
CC 3077,https://www.legis.la.gov/legis/Law.aspx?d=110120,Reserved
CC 3078,https://www.legis.la.gov/legis/Law.aspx?d=110121,After-acquired rights
CC 3079,https://www.legis.la.gov/legis/Law.aspx?d=110122,Tender and acceptance of less than the amount of the claim
CC 3080,https://www.legis.la.gov/legis/Law.aspx?d=110124,Preclusive effect of compromise
CC 3081,https://www.legis.la.gov/legis/Law.aspx?d=110125,Effect on novation
CC 3082,https://www.legis.la.gov/legis/Law.aspx?d=110126,Rescission
CC 3083,https://www.legis.la.gov/legis/Law.aspx?d=110127,Compromise suspends prescription
CC 3084,https://www.legis.la.gov/legis/Law.aspx?d=110128,Repealed
CC 3085,https://www.legis.la.gov/legis/Law.aspx?d=110129,Repealed
CC 3086,https://www.legis.la.gov/legis/Law.aspx?d=110130,Repealed
CC 3087,https://www.legis.la.gov/legis/Law.aspx?d=110131,Repealed
CC 3088,https://www.legis.la.gov/legis/Law.aspx?d=110132,Repealed
CC 3089,https://www.legis.la.gov/legis/Law.aspx?d=110133,Repealed
CC 3090,https://www.legis.la.gov/legis/Law.aspx?d=110135,Repealed
CC 3091,https://www.legis.la.gov/legis/Law.aspx?d=110136,Repealed
CC 3092,https://www.legis.la.gov/legis/Law.aspx?d=110137,Repealed
CC 3093,https://www.legis.la.gov/legis/Law.aspx?d=110138,Repealed
CC 3094,https://www.legis.la.gov/legis/Law.aspx?d=110139,Repealed
CC 3095,https://www.legis.la.gov/legis/Law.aspx?d=110140,Repealed
CC 3096,https://www.legis.la.gov/legis/Law.aspx?d=110141,Repealed
CC 3097,https://www.legis.la.gov/legis/Law.aspx?d=110142,Repealed.
CC 3098,https://www.legis.la.gov/legis/Law.aspx?d=110143,Repealed
CC 3099,https://www.legis.la.gov/legis/Law.aspx?d=110144,Submission to arbitrate.
CC 3100,https://www.legis.la.gov/legis/Law.aspx?d=110147,Writing necessary.
CC 3101,https://www.legis.la.gov/legis/Law.aspx?d=110148,"Capacity of parties; authority of mandataries, tutors and curators."
CC 3102,https://www.legis.la.gov/legis/Law.aspx?d=110149,Scope of submission.
CC 3103,https://www.legis.la.gov/legis/Law.aspx?d=110150,Arbitration of damages incurred by public offense.
CC 3104,https://www.legis.la.gov/legis/Law.aspx?d=110151,Power of arbitrators.
CC 3105,https://www.legis.la.gov/legis/Law.aspx?d=110152,Duration of power of arbitrators; prescription
CC 3106,https://www.legis.la.gov/legis/Law.aspx?d=110153,Penal clauses in submission.
CC 3107,https://www.legis.la.gov/legis/Law.aspx?d=110154,Capacity of arbitrators.
CC 3108,https://www.legis.la.gov/legis/Law.aspx?d=110155,"Repealed by Acts 1979, No. 709, 2."
CC 3109,https://www.legis.la.gov/legis/Law.aspx?d=110156,Arbitrators and amicable compounders.
CC 3110,https://www.legis.la.gov/legis/Law.aspx?d=110158,Powers of arbitrators and amicable compounders.
CC 3111,https://www.legis.la.gov/legis/Law.aspx?d=110159,Oath of arbitrators.
CC 3112,https://www.legis.la.gov/legis/Law.aspx?d=110160,Presentation and proof of claims by parties.
CC 3113,https://www.legis.la.gov/legis/Law.aspx?d=110161,"Time, place and notice of hearing."
CC 3114,https://www.legis.la.gov/legis/Law.aspx?d=110162,Attendance of parties and witnesses.
CC 3115,https://www.legis.la.gov/legis/Law.aspx?d=110163,Attendance and swearing in of witnesses.
CC 3116,https://www.legis.la.gov/legis/Law.aspx?d=110164,Disagreement among arbitrators; umpire.
CC 3117,https://www.legis.la.gov/legis/Law.aspx?d=110165,Nomination of umpire.
CC 3118,https://www.legis.la.gov/legis/Law.aspx?d=110166,Appointment of umpire.
CC 3119,https://www.legis.la.gov/legis/Law.aspx?d=110167,Oath of umpire.
CC 3120,https://www.legis.la.gov/legis/Law.aspx?d=110168,Time for decision of arbitrators.
CC 3121,https://www.legis.la.gov/legis/Law.aspx?d=110169,"Arbitrators acting in excess of power, effect."
CC 3122,https://www.legis.la.gov/legis/Law.aspx?d=110170,Scope of arbitrators' authority.
CC 3123,https://www.legis.la.gov/legis/Law.aspx?d=110171,Award null after time limit.
CC 3124,https://www.legis.la.gov/legis/Law.aspx?d=110172,Extension of time for making award.
CC 3125,https://www.legis.la.gov/legis/Law.aspx?d=110173,Award made prior to time specified for examination.
CC 3126,https://www.legis.la.gov/legis/Law.aspx?d=110174,Participation in proceedings; signature of award.
CC 3127,https://www.legis.la.gov/legis/Law.aspx?d=110175,Amount of award.
CC 3128,https://www.legis.la.gov/legis/Law.aspx?d=110176,Interest and costs
CC 3129,https://www.legis.la.gov/legis/Law.aspx?d=110177,Approval of award by judge.
CC 3130,https://www.legis.la.gov/legis/Law.aspx?d=110178,Appeal from award; prepayment and repayment of penalty.
CC 3131,https://www.legis.la.gov/legis/Law.aspx?d=110179,Retraction or change of award prohibited.
CC 3132,https://www.legis.la.gov/legis/Law.aspx?d=110180,Termination of arbitration.
CC 3133,https://www.legis.la.gov/legis/Law.aspx?d=110181,Liability of an obligor for his obligations
CC 3133.1,https://www.legis.la.gov/legis/Law.aspx?d=110182,"Repealed by Acts 2014, No. 281, §1, eff. Jan. 1, 2015."
CC 3134,https://www.legis.la.gov/legis/Law.aspx?d=110183,Ratable treatment of creditors
CC 3135,https://www.legis.la.gov/legis/Law.aspx?d=110184,Limitations upon recourse
CC 3136,https://www.legis.la.gov/legis/Law.aspx?d=110185,Security defined
CC 3137,https://www.legis.la.gov/legis/Law.aspx?d=110186,Personal or real security
CC 3138,https://www.legis.la.gov/legis/Law.aspx?d=110187,Kinds of security
CC 3139,https://www.legis.la.gov/legis/Law.aspx?d=110188,Law governing security interest
CC 3140,https://www.legis.la.gov/legis/Law.aspx?d=110189,Nullity of agreement of forfeiture
CC 3141,https://www.legis.la.gov/legis/Law.aspx?d=110190,Pledge defined
CC 3142,https://www.legis.la.gov/legis/Law.aspx?d=110191,Property susceptible of pledge
CC 3143,https://www.legis.la.gov/legis/Law.aspx?d=110192,Pledge of property susceptible of encumbrance by security interest
CC 3144,https://www.legis.la.gov/legis/Law.aspx?d=110193,Accessory nature of pledge
CC 3145,https://www.legis.la.gov/legis/Law.aspx?d=110194,Preference afforded by pledge
CC 3146,https://www.legis.la.gov/legis/Law.aspx?d=110195,Obligations for which pledge may be given
CC 3147,https://www.legis.la.gov/legis/Law.aspx?d=110196,Pledge securing obligation that is not for the payment of money
CC 3148,https://www.legis.la.gov/legis/Law.aspx?d=110197,Pledge securing an obligation of another person
CC 3149,https://www.legis.la.gov/legis/Law.aspx?d=110198,Formal requirements of contract of pledge
CC 3150,https://www.legis.la.gov/legis/Law.aspx?d=110199,Acceptance
CC 3151,https://www.legis.la.gov/legis/Law.aspx?d=110200,Power to pledge
CC 3152,https://www.legis.la.gov/legis/Law.aspx?d=110201,Delivery and possession of thing pledged
CC 3153,https://www.legis.la.gov/legis/Law.aspx?d=110202,Delivery of incorporeal rights
CC 3154,https://www.legis.la.gov/legis/Law.aspx?d=110203,Things subject to pawn
CC 3155,https://www.legis.la.gov/legis/Law.aspx?d=110204,Incorporeal movables
CC 3156,https://www.legis.la.gov/legis/Law.aspx?d=110205,Claims against other persons
CC 3157,https://www.legis.la.gov/legis/Law.aspx?d=110206,Privilege and preference of pledge creditor
CC 3158,https://www.legis.la.gov/legis/Law.aspx?d=110207,Enforcement of pledge of a movable
CC 3159,https://www.legis.la.gov/legis/Law.aspx?d=110208,Acts of pledge in favor of banks
CC 3160,https://www.legis.la.gov/legis/Law.aspx?d=110209,Pledge of obligation of a third person
CC 3161,https://www.legis.la.gov/legis/Law.aspx?d=110210,Performance by obligor of a pledged obligation
CC 3162,https://www.legis.la.gov/legis/Law.aspx?d=110211,Delivery to creditor or to third person
CC 3163,https://www.legis.la.gov/legis/Law.aspx?d=110212,Partial payment of debt secured by pledge of several things
CC 3164,https://www.legis.la.gov/legis/Law.aspx?d=110213,Right of retention until payment of debt
CC 3165,https://www.legis.la.gov/legis/Law.aspx?d=110214,Rights of pledgee on default of debtor; procedure
CC 3166,https://www.legis.la.gov/legis/Law.aspx?d=110215,Ownership of thing pledged
CC 3167,https://www.legis.la.gov/legis/Law.aspx?d=110216,Pledgee's liability for loss or decay of thing pledged; reimbursement of expenses of preservation
CC 3168,https://www.legis.la.gov/legis/Law.aspx?d=110217,Ownership of fruits of thing pledged
CC 3169,https://www.legis.la.gov/legis/Law.aspx?d=110218,Imputation of interest earned by credit pledged
CC 3170,https://www.legis.la.gov/legis/Law.aspx?d=110219,Pledgee's right to enforce payment of credit pledged; imputation of proceeds
CC 3171,https://www.legis.la.gov/legis/Law.aspx?d=110220,Indivisibility of pawn as to heirs of debtor and creditor
CC 3172,https://www.legis.la.gov/legis/Law.aspx?d=110221,Surplus or deficiency after sale
CC 3173,https://www.legis.la.gov/legis/Law.aspx?d=110222,Debtor taking pledge without creditor's consent
CC 3174,https://www.legis.la.gov/legis/Law.aspx?d=110223,Rights of creditor deceived as to pledge
CC 3175,https://www.legis.la.gov/legis/Law.aspx?d=110224,Acquisitive prescription of pledge impossible
CC 3176,https://www.legis.la.gov/legis/Law.aspx?d=110225,"Repealed by Acts 2014, No. 281, §4, eff. Jan. 1, 2015."
CC 3177,https://www.legis.la.gov/legis/Law.aspx?d=110226,"Repealed by Acts 2014, No. 281, §4, eff. Jan. 1, 2015."
CC 3178,https://www.legis.la.gov/legis/Law.aspx?d=110227,"Repealed by Acts 2014, No. 281, §4, eff. Jan. 1, 2015."
CC 3179,https://www.legis.la.gov/legis/Law.aspx?d=110228,"Repealed by Acts 2014, No. 281, §4, eff. Jan. 1, 2015."
CC 3180,https://www.legis.la.gov/legis/Law.aspx?d=110229,"Repealed by Acts 2014, No. 281, §4, eff. Jan. 1, 2015."
CC 3181,https://www.legis.la.gov/legis/Law.aspx?d=110230,"Repealed by Acts 2014, No. 281, §4, eff. Jan. 1, 2015."
CC 3182,https://www.legis.la.gov/legis/Law.aspx?d=110231,"Repealed by Acts 2014, No. 281, §4, eff. Jan. 1, 2015."
CC 3183,https://www.legis.la.gov/legis/Law.aspx?d=110232,"Repealed by Acts 2014, No. 281, §4, eff. Jan. 1, 2015."
CC 3184,https://www.legis.la.gov/legis/Law.aspx?d=110233,"Repealed by Acts 2014, No. 281, §4, eff. Jan. 1, 2015."
CC 3185,https://www.legis.la.gov/legis/Law.aspx?d=110234,"Privileges established only by law, stricti juris."
CC 3186,https://www.legis.la.gov/legis/Law.aspx?d=110235,"Privilege, definition."
CC 3187,https://www.legis.la.gov/legis/Law.aspx?d=110236,Basis of preferences among privileges.
CC 3188,https://www.legis.la.gov/legis/Law.aspx?d=110237,Concurrent privileges.
CC 3189,https://www.legis.la.gov/legis/Law.aspx?d=110238,Property affected by privileges.
CC 3190,https://www.legis.la.gov/legis/Law.aspx?d=110239,General or special privileges on movables.
CC 3191,https://www.legis.la.gov/legis/Law.aspx?d=110240,"General privileges on all movables, enumeration and ranking."
CC 3192,https://www.legis.la.gov/legis/Law.aspx?d=110241,"Funeral charges, definition."
CC 3193,https://www.legis.la.gov/legis/Law.aspx?d=110242,Reduction of funeral charges of insolvent decedent.
CC 3194,https://www.legis.la.gov/legis/Law.aspx?d=110243,Limitation in event of reduction.
CC 3195,https://www.legis.la.gov/legis/Law.aspx?d=110244,"Law charges, definition."
CC 3196,https://www.legis.la.gov/legis/Law.aspx?d=110245,Costs which enjoy privilege.
CC 3197,https://www.legis.la.gov/legis/Law.aspx?d=110246,Costs for the general benefit of creditors.
CC 3198,https://www.legis.la.gov/legis/Law.aspx?d=110247,Costs not taxed in suit.
CC 3199,https://www.legis.la.gov/legis/Law.aspx?d=110248,"Last sickness, definition."
CC 3200,https://www.legis.la.gov/legis/Law.aspx?d=110249,Chronic sickness.
CC 3201,https://www.legis.la.gov/legis/Law.aspx?d=110250,Maximum period of privileged expenses.
CC 3202,https://www.legis.la.gov/legis/Law.aspx?d=110251,List of expenses privileged.
CC 3203,https://www.legis.la.gov/legis/Law.aspx?d=110252,"Amount due for expenses, fixed by contract or by judge."
CC 3204,https://www.legis.la.gov/legis/Law.aspx?d=110253,Last sickness of debtor's children.
CC 3205,https://www.legis.la.gov/legis/Law.aspx?d=110254,"Servants, definition."
CC 3206,https://www.legis.la.gov/legis/Law.aspx?d=110255,Prescription of action; extent of privilege.
CC 3207,https://www.legis.la.gov/legis/Law.aspx?d=110256,Wages recoverable but not privileged.
CC 3208,https://www.legis.la.gov/legis/Law.aspx?d=110257,Supplies furnished by retail dealers.
CC 3209,https://www.legis.la.gov/legis/Law.aspx?d=110258,Prescription of action; extent of privilege.
CC 3210,https://www.legis.la.gov/legis/Law.aspx?d=110259,Wholesale dealers.
CC 3211,https://www.legis.la.gov/legis/Law.aspx?d=110260,Innkeepers and masters of boarding houses.
CC 3212,https://www.legis.la.gov/legis/Law.aspx?d=110261,Teachers and preceptors.
CC 3213,https://www.legis.la.gov/legis/Law.aspx?d=110262,Extent of privilege for supplies.
CC 3214,https://www.legis.la.gov/legis/Law.aspx?d=110263,"Clerks and secretaries, extent and rank of privilege for salaries."
CC 3215,https://www.legis.la.gov/legis/Law.aspx?d=110264,"Repealed by Acts 1979, No. 709, 2."
CC 3216,https://www.legis.la.gov/legis/Law.aspx?d=110265,Special privileges on movables.
CC 3217,https://www.legis.la.gov/legis/Law.aspx?d=110266,List of special privileges on particular movables.
CC 3218,https://www.legis.la.gov/legis/Law.aspx?d=110267,"Repealed by Acts 2004, No. 821, §4, eff. Jan. 1, 2005."
CC 3219,https://www.legis.la.gov/legis/Law.aspx?d=110268,Method of enforcement of lessor's privilege
CC 3220,https://www.legis.la.gov/legis/Law.aspx?d=110270,Privilege of pledgee.
CC 3221,https://www.legis.la.gov/legis/Law.aspx?d=110271,Enforcement of pledge
CC 3222,https://www.legis.la.gov/legis/Law.aspx?d=110272,Privilege of depositor on thing deposited.
CC 3223,https://www.legis.la.gov/legis/Law.aspx?d=110273,Depositor's privilege on price in case of sale.
CC 3224,https://www.legis.la.gov/legis/Law.aspx?d=110274,Preservation of property of another.
CC 3225,https://www.legis.la.gov/legis/Law.aspx?d=110275,Rights of pledge and retention against owner.
CC 3226,https://www.legis.la.gov/legis/Law.aspx?d=110276,Right of preference against creditors.
CC 3227,https://www.legis.la.gov/legis/Law.aspx?d=110277,Vendor's privilege on movables; agricultural products of the United States.
CC 3228,https://www.legis.la.gov/legis/Law.aspx?d=110278,Loss of privilege by sale with other property of purchaser.
CC 3229,https://www.legis.la.gov/legis/Law.aspx?d=110279,Vendor's claim for restitution.
CC 3230,https://www.legis.la.gov/legis/Law.aspx?d=110280,Restitution dependent on identification.
CC 3231,https://www.legis.la.gov/legis/Law.aspx?d=110281,Restitution of things easily recognized.
CC 3232,https://www.legis.la.gov/legis/Law.aspx?d=110282,"Innkeepers, definition."
CC 3233,https://www.legis.la.gov/legis/Law.aspx?d=110283,Innkeepers' rights on property of guests.
CC 3234,https://www.legis.la.gov/legis/Law.aspx?d=110284,Property covered by innkeepers' privilege.
CC 3235,https://www.legis.la.gov/legis/Law.aspx?d=110285,"Travelers, definition."
CC 3236,https://www.legis.la.gov/legis/Law.aspx?d=110286,"Sale or donation of unclaimed and unredeemed property, procedure."
CC 3237,https://www.legis.la.gov/legis/Law.aspx?d=110287,"Privileges on ships and vessels, enumeration and ranking; prescription."
CC 3238,https://www.legis.la.gov/legis/Law.aspx?d=110288,Proportionate payment to creditors of same rank.
CC 3239,https://www.legis.la.gov/legis/Law.aspx?d=110289,Right of pursuit after sale of ship.
CC 3240,https://www.legis.la.gov/legis/Law.aspx?d=110290,Privilege on price of adjudication in case of forced sale.
CC 3241,https://www.legis.la.gov/legis/Law.aspx?d=110291,"Voluntary sale, distinction between sale in port or on voyage."
CC 3242,https://www.legis.la.gov/legis/Law.aspx?d=110292,"Voluntary sale of ship in port, rights of privileged creditors."
CC 3243,https://www.legis.la.gov/legis/Law.aspx?d=110293,Loss of privilege after voyage in name of purchaser.
CC 3244,https://www.legis.la.gov/legis/Law.aspx?d=110294,"Voluntary sale of ship while on voyage, rights of privileged creditors."
CC 3245,https://www.legis.la.gov/legis/Law.aspx?d=110295,"Voyage, definition."
CC 3246,https://www.legis.la.gov/legis/Law.aspx?d=110296,Captain's privilege on cargo for freight charges.
CC 3247,https://www.legis.la.gov/legis/Law.aspx?d=110297,Privilege of consignee or agent on merchandise consigned.
CC 3248,https://www.legis.la.gov/legis/Law.aspx?d=110298,Rights of consignor on insolvency of consignee or agent.
CC 3249,https://www.legis.la.gov/legis/Law.aspx?d=110299,Special privileges on immovables
CC 3250,https://www.legis.la.gov/legis/Law.aspx?d=110300,Extent of vendor's privilege.
CC 3251,https://www.legis.la.gov/legis/Law.aspx?d=110301,"Successive sales, preference among vendors"
CC 3252,https://www.legis.la.gov/legis/Law.aspx?d=110302,General privileges on both movables and immovables.
CC 3253,https://www.legis.la.gov/legis/Law.aspx?d=110303,Order of payment of privileges; debtor's movables taken before immovables.
CC 3254,https://www.legis.la.gov/legis/Law.aspx?d=110304,Special privileges prime general privileges on movables; ranking among general privileges when movables sufficient.
CC 3255,https://www.legis.la.gov/legis/Law.aspx?d=110305,Order of payment when available movables insufficient.
CC 3256,https://www.legis.la.gov/legis/Law.aspx?d=110306,Lessor's privilege primed by costs of sale.
CC 3257,https://www.legis.la.gov/legis/Law.aspx?d=110307,Lessor's privilege primed by funeral charges.
CC 3258,https://www.legis.la.gov/legis/Law.aspx?d=110308,Lessor's privilege primes other general privileges.
CC 3259,https://www.legis.la.gov/legis/Law.aspx?d=110309,Lessor's privilege on crops primed by supplies and labor.
CC 3260,https://www.legis.la.gov/legis/Law.aspx?d=110310,Ranking between privileges of lessor and depositor.
CC 3261,https://www.legis.la.gov/legis/Law.aspx?d=110311,Depositor's privilege and other privileges.
CC 3262,https://www.legis.la.gov/legis/Law.aspx?d=110312,Privilege for expenses of preservation and other privileges.
CC 3263,https://www.legis.la.gov/legis/Law.aspx?d=110313,Vendor's privilege and other privileges.
CC 3264,https://www.legis.la.gov/legis/Law.aspx?d=110314,Privilege of innkeepers.
CC 3265,https://www.legis.la.gov/legis/Law.aspx?d=110315,Privilege of carriers.
CC 3266,https://www.legis.la.gov/legis/Law.aspx?d=110316,Immovables liable when movables insufficient.
CC 3267,https://www.legis.la.gov/legis/Law.aspx?d=110317,Special privileges on immovables and other privileges
CC 3268,https://www.legis.la.gov/legis/Law.aspx?d=110318,Repealed
CC 3269,https://www.legis.la.gov/legis/Law.aspx?d=110319,Order of payment out of immovables; distribution of loss among mortgage creditors.
CC 3270,https://www.legis.la.gov/legis/Law.aspx?d=110320,Effect of priorities among privileges.
CC 3271,https://www.legis.la.gov/legis/Law.aspx?d=110321,"Vendor's privilege on immovables, recordation."
CC 3272,https://www.legis.la.gov/legis/Law.aspx?d=110322,Repealed
CC 3273,https://www.legis.la.gov/legis/Law.aspx?d=110323,"Recordation, effect against third persons."
CC 3274,https://www.legis.la.gov/legis/Law.aspx?d=110324,Time and place of recordation; effectiveness.
CC 3275,https://www.legis.la.gov/legis/Law.aspx?d=110325,"Repealed by Acts 2016, No. 227, §2."
CC 3276,https://www.legis.la.gov/legis/Law.aspx?d=110326,Priority of claims against succession arising after death.
CC 3277,https://www.legis.la.gov/legis/Law.aspx?d=110327,Methods of extinction.
CC 3278,https://www.legis.la.gov/legis/Law.aspx?d=110328,Mortgage defined
CC 3279,https://www.legis.la.gov/legis/Law.aspx?d=110329,Rights created by mortgage
CC 3280,https://www.legis.la.gov/legis/Law.aspx?d=110330,Mortgage is an indivisible real right
CC 3281,https://www.legis.la.gov/legis/Law.aspx?d=110331,Mortgage established only in authorized cases
CC 3282,https://www.legis.la.gov/legis/Law.aspx?d=110332,Accessory nature
CC 3283,https://www.legis.la.gov/legis/Law.aspx?d=110333,Kinds of mortgages
CC 3284,https://www.legis.la.gov/legis/Law.aspx?d=110334,"Conventional, legal, and judicial mortgages"
CC 3285,https://www.legis.la.gov/legis/Law.aspx?d=110335,General and special mortgages distinguished
CC 3286,https://www.legis.la.gov/legis/Law.aspx?d=110336,Property susceptible of mortgage
CC 3287,https://www.legis.la.gov/legis/Law.aspx?d=110337,Conventional mortgage
CC 3288,https://www.legis.la.gov/legis/Law.aspx?d=110338,Requirements of contract of mortgage
CC 3289,https://www.legis.la.gov/legis/Law.aspx?d=110339,Acceptance
CC 3290,https://www.legis.la.gov/legis/Law.aspx?d=110340,Power to mortgage
CC 3291,https://www.legis.la.gov/legis/Law.aspx?d=110341,Presumption that things are subject to conventional mortgage
CC 3292,https://www.legis.la.gov/legis/Law.aspx?d=110342,Mortgage of future property permitted in certain cases
CC 3293,https://www.legis.la.gov/legis/Law.aspx?d=110343,Obligations for which mortgage may be established
CC 3294,https://www.legis.la.gov/legis/Law.aspx?d=110344,Mortgage securing obligation that is not for the payment of money
